supplier_key,canonical_supplier_name,allocated_award_value,award_count,buyer_count,supplier_id_count,supplier_identity_flags,identity_review_flags,supplier_rank,value_share,cumulative_value_share,value_band
SUP_ID:GB-CFS-320154,Harvest Fine Foods Ltd,13122222.222222222,1,1,1,confirmed_id,no_name_conflict,2357,4.167750567729666e-05,0.8925168771057257,£10M–<£100M
SUP_ID:GB-CFS-320161,Thomas Ridley,13122222.222222222,1,1,1,confirmed_id,no_name_conflict,2358,4.167750567729666e-05,0.892558554611403,£10M–<£100M
SUP_ID:GB-CFS-320150,Elite Fine Foods,13122222.222222222,1,1,1,confirmed_id,no_name_conflict,2359,4.167750567729666e-05,0.8926002321170803,£10M–<£100M
SUP_ID:GB-CFS-320162,Trevors Warehouses Ltd,13122222.222222222,1,1,1,confirmed_id,no_name_conflict,2360,4.167750567729666e-05,0.8926419096227576,£10M–<£100M
SUP_ID:GB-CFS-320153,Harlech Foodservice,13122222.222222222,1,1,1,confirmed_id,no_name_conflict,2361,4.167750567729666e-05,0.8926835871284349,£10M–<£100M
SUP_ID:GB-CFS-320165,Mark Clegg & Company t/as Clegg&apos;s Chilled Food Serv,13122222.222222222,1,1,1,confirmed_id,no_name_conflict,2362,4.167750567729666e-05,0.8927252646341122,£10M–<£100M
SUP_ID:GB-CFS-320143,BFS Group LTD T/A Bidfood,13122222.222222222,1,1,1,confirmed_id,no_name_conflict,2363,4.167750567729666e-05,0.8927669421397895,£10M–<£100M
SUP_ID:GB-CFS-320145,Charles Saunders Ltd,13122222.222222222,1,1,1,confirmed_id,no_name_conflict,2364,4.167750567729666e-05,0.8928086196454668,£10M–<£100M
SUP_ID:GB-CFS-305403,Fulfil Limited t/a Queensland Bakery,13122222.222222222,1,1,1,confirmed_id,no_name_conflict,2365,4.167750567729666e-05,0.8928502971511441,£10M–<£100M
SUP_ID:GB-CFS-293118,Hunts Food Group Ltd,13122222.222222222,1,1,1,confirmed_id,no_name_conflict,2366,4.167750567729666e-05,0.8928919746568214,£10M–<£100M
SUP_ID:GB-CFS-320146,Creed Foodservice,13122222.222222222,1,1,1,confirmed_id,no_name_conflict,2367,4.167750567729666e-05,0.8929336521624986,£10M–<£100M
SUP_ID:GB-CFS-320144,Castell Howell Foods Ltd,13122222.222222222,1,1,1,confirmed_id,no_name_conflict,2368,4.167750567729666e-05,0.8929753296681759,£10M–<£100M
SUP_ID:GB-COH-11443633,ExpHand Prosthetics Limited,13083333.333333334,1,1,1,confirmed_id,no_name_conflict,2369,4.155399063083558e-05,0.8930168836588068,£10M–<£100M
SUP_ID:GB-COH-02432148,Ortho Europe Limited,13083333.333333334,1,1,1,confirmed_id,no_name_conflict,2370,4.155399063083558e-05,0.8930584376494377,£10M–<£100M
SUP_ID:GB-COH-01271967,Otto Bock Healthcare PLC,13083333.333333334,1,1,1,confirmed_id,no_name_conflict,2371,4.155399063083558e-05,0.8930999916400686,£10M–<£100M
SUP_ID:GB-COH-12494525,Koalaa Limited,13083333.333333334,1,1,1,confirmed_id,no_name_conflict,2372,4.155399063083558e-05,0.8931415456306995,£10M–<£100M
SUP_ID:GB-COH-13724212,Amparo Prosthetics Ltd,13083333.333333334,1,1,1,confirmed_id,no_name_conflict,2373,4.155399063083558e-05,0.8931830996213304,£10M–<£100M
SUP_ID:GB-COH-2559193,Ossur UK Limited,13083333.333333334,1,1,1,confirmed_id,no_name_conflict,2374,4.155399063083558e-05,0.8932246536119612,£10M–<£100M
SUP_ID:GB-COH-SC169160,Juzo UK Limited,13083333.333333334,1,1,1,confirmed_id,no_name_conflict,2375,4.155399063083558e-05,0.8932662076025921,£10M–<£100M
SUP_ID:GB-COH-00204227,TayCare Medical Limited,13083333.333333334,1,1,1,confirmed_id,no_name_conflict,2376,4.155399063083558e-05,0.893307761593223,£10M–<£100M
SUP_ID:GB-CFS-316186,"Compass Contract Services (UK) Ltd, trading as Chartwells",13047827.0,1,1,1,confirmed_id,no_name_conflict,2377,4.144121892311568e-05,0.8933492028121461,£10M–<£100M
SUP_ID:GB-CFS-310581,WSP UK LIMITED,13029003.0,1,1,1,confirmed_id,no_name_conflict,2378,4.13814319942264e-05,0.8933905842441404,£10M–<£100M
SUP_ID:GB-CFS-313884,Thames Homecare Service Ltd,13006350.0,1,1,1,confirmed_id,no_name_conflict,2379,4.130948377386255e-05,0.8934318937279143,£10M–<£100M
SUP_ID:GB-CFS-313885,Care Sante London Limited,13006350.0,2,2,1,confirmed_id,no_name_conflict,2380,4.130948377386255e-05,0.8934732032116882,£10M–<£100M
SUP_ID:GB-COH-3669454,Stryker UK Ltd,13001567.48911466,3,3,1,id_multiple_names_review,review_name_variation,2381,4.129429403532589e-05,0.8935144975057235,£10M–<£100M
SUP_ID:GB-CFS-328422,CACI Limited,13000000.0,1,1,1,confirmed_id,no_name_conflict,2382,4.128931553127612e-05,0.8935557868212548,£10M–<£100M
SUP_ID:GB-CFS-321186,EW Beard,13000000.0,1,1,1,confirmed_id,no_name_conflict,2383,4.128931553127612e-05,0.8935970761367861,£10M–<£100M
SUP_ID:GB-CFS-323828,Trevors Warehouses Ltd,12997200.0,2,2,1,confirmed_id,no_name_conflict,2384,4.128042244793092e-05,0.893638356559234,£10M–<£100M
SUP_ID:GB-CFS-323826,Dunsters Farm Ltd,12997200.0,2,2,1,confirmed_id,no_name_conflict,2385,4.128042244793092e-05,0.8936796369816818,£10M–<£100M
SUP_ID:GB-COH-03001008,MERIT MEDICAL UK LIMITED,12982352.94117647,2,2,1,confirmed_id,no_name_conflict,2386,4.1233266686663526e-05,0.8937208702483685,£10M–<£100M
SUP_ID:GB-COH-01434157,NORTHGATE VEHICLE HIRE LIMITED,12974818.64,4,4,1,confirmed_id,no_name_conflict,2387,4.1209336983695605e-05,0.8937620795853523,£10M–<£100M
SUP_ID:GB-COH-03193298,STS Defence Ltd,12964134.5,1,1,1,confirmed_id,no_name_conflict,2388,4.117540307387712e-05,0.8938032549884262,£10M–<£100M
SUP_ID:GB-CFS-322241,Aptvision Limited,12962962.962962965,1,1,1,confirmed_id,no_name_conflict,2389,4.117168215369414e-05,0.8938444266705798,£10M–<£100M
SUP_ID:GB-CFS-322281,SIM&CURE,12962962.962962965,1,1,1,confirmed_id,no_name_conflict,2390,4.117168215369414e-05,0.8938855983527335,£10M–<£100M
SUP_ID:GB-CFS-45461,Roche Diagnostics Ltd,12962962.962962965,1,1,1,confirmed_id,no_name_conflict,2391,4.117168215369414e-05,0.8939267700348872,£10M–<£100M
SUP_ID:GB-CFS-322274,Magentus Software Limited,12962962.962962965,1,1,1,confirmed_id,no_name_conflict,2392,4.117168215369414e-05,0.8939679417170409,£10M–<£100M
SUP_ID:GB-CFS-322242,BridgeHead Software,12962962.962962965,1,1,1,confirmed_id,no_name_conflict,2393,4.117168215369414e-05,0.8940091133991945,£10M–<£100M
SUP_ID:GB-CFS-322271,KeyMed (Medical and Industrial Equipment) Ltd,12962962.962962965,1,1,1,confirmed_id,no_name_conflict,2394,4.117168215369414e-05,0.8940502850813482,£10M–<£100M
SUP_ID:GB-CFS-322275,Medical Imaging Systems Ltd (MIS Healthcare),12962962.962962965,1,1,1,confirmed_id,no_name_conflict,2395,4.117168215369414e-05,0.8940914567635019,£10M–<£100M
SUP_ID:GB-CFS-322266,InferVision UK Ltd,12962962.962962965,1,1,1,confirmed_id,no_name_conflict,2396,4.117168215369414e-05,0.8941326284456556,£10M–<£100M
SUP_ID:GB-CFS-322258,HD Clinical Ltd,12962962.962962965,1,1,1,confirmed_id,no_name_conflict,2397,4.117168215369414e-05,0.8941738001278092,£10M–<£100M
SUP_ID:GB-CFS-322273,Lucida Medical Ltd,12962962.962962965,1,1,1,confirmed_id,no_name_conflict,2398,4.117168215369414e-05,0.8942149718099629,£10M–<£100M
SUP_ID:GB-CFS-322259,Health Net Connections Ltd,12962962.962962965,1,1,1,confirmed_id,no_name_conflict,2399,4.117168215369414e-05,0.8942561434921166,£10M–<£100M
SUP_ID:GB-CFS-322262,Hexarad,12962962.962962965,1,1,1,confirmed_id,no_name_conflict,2400,4.117168215369414e-05,0.8942973151742702,£10M–<£100M
SUP_ID:GB-CFS-322280,Siemens Healthcare Limited,12962962.962962965,1,1,1,confirmed_id,no_name_conflict,2401,4.117168215369414e-05,0.8943384868564239,£10M–<£100M
SUP_ID:GB-CFS-322237,Agfa HealthCare IT UK Ltd,12962962.962962965,1,1,1,confirmed_id,no_name_conflict,2402,4.117168215369414e-05,0.8943796585385776,£10M–<£100M
SUP_ID:GB-CFS-322264,HUNTLEIGH HEALTHCARE,12962962.962962965,1,1,1,confirmed_id,no_name_conflict,2403,4.117168215369414e-05,0.8944208302207313,£10M–<£100M
SUP_ID:GB-CFS-322263,Hospital Services Limited,12962962.962962965,1,1,1,confirmed_id,no_name_conflict,2404,4.117168215369414e-05,0.8944620019028849,£10M–<£100M
SUP_ID:GB-CFS-322265,Infinitt UK,12962962.962962965,1,1,1,confirmed_id,no_name_conflict,2405,4.117168215369414e-05,0.8945031735850386,£10M–<£100M
SUP_ID:GB-CFS-322278,Rosenfield Health Tech Ltd,12962962.962962965,1,1,1,confirmed_id,no_name_conflict,2406,4.117168215369414e-05,0.8945443452671923,£10M–<£100M
SUP_ID:GB-CFS-322238,Aidence,12962962.962962965,1,1,1,confirmed_id,no_name_conflict,2407,4.117168215369414e-05,0.894585516949346,£10M–<£100M
SUP_ID:GB-CFS-322277,Radiobotics ApS,12962962.962962965,1,1,1,confirmed_id,no_name_conflict,2408,4.117168215369414e-05,0.8946266886314996,£10M–<£100M
SUP_ID:GB-CFS-322276,Philips Electronics UK Limited,12962962.962962965,1,1,1,confirmed_id,no_name_conflict,2409,4.117168215369414e-05,0.8946678603136533,£10M–<£100M
SUP_ID:GB-CFS-322239,Aidoc Medical Ltd,12962962.962962965,1,1,1,confirmed_id,no_name_conflict,2410,4.117168215369414e-05,0.894709031995807,£10M–<£100M
SUP_ID:GB-CFS-322287,TidalSense,12962962.962962965,1,1,1,confirmed_id,no_name_conflict,2411,4.117168215369414e-05,0.8947502036779607,£10M–<£100M
SUP_ID:GB-CFS-322240,Annalise-AI UK Ltd,12962962.962962965,1,1,1,confirmed_id,no_name_conflict,2412,4.117168215369414e-05,0.8947913753601143,£10M–<£100M
SUP_ID:GB-CFS-322261,Hermes Medical Solutions Ltd,12962962.962962965,1,1,1,confirmed_id,no_name_conflict,2413,4.117168215369414e-05,0.894832547042268,£10M–<£100M
SUP_ID:GB-CFS-322257,Haemonetics Ltd,12962962.962962965,1,1,1,confirmed_id,no_name_conflict,2414,4.117168215369414e-05,0.8948737187244217,£10M–<£100M
SUP_ID:GB-CFS-322260,HeartFlow Inc,12962962.962962965,1,1,1,confirmed_id,no_name_conflict,2415,4.117168215369414e-05,0.8949148904065753,£10M–<£100M
SUP_ID:GB-CFS-322285,Sysmex UK,12962962.962962965,1,1,1,confirmed_id,no_name_conflict,2416,4.117168215369414e-05,0.894956062088729,£10M–<£100M
SUP_ID:GB-CFS-322286,System C Healthcare Ltd,12962962.962962965,1,1,1,confirmed_id,no_name_conflict,2417,4.117168215369414e-05,0.8949972337708827,£10M–<£100M
SUP_ID:GB-CFS-322243,Cardiac Services,12962962.962962965,1,1,1,confirmed_id,no_name_conflict,2418,4.117168215369414e-05,0.8950384054530364,£10M–<£100M
SUP_ID:GB-CFS-322248,CliniSys Solutions Limited,12962962.962962965,1,1,1,confirmed_id,no_name_conflict,2419,4.117168215369414e-05,0.89507957713519,£10M–<£100M
SUP_ID:GB-CFS-322246,Circle Cardiovascular Imaging UK LTD,12962962.962962965,1,1,1,confirmed_id,no_name_conflict,2420,4.117168215369414e-05,0.8951207488173437,£10M–<£100M
SUP_ID:GB-CFS-322247,Cirdan Imaging Ltd,12962962.962962965,1,1,1,confirmed_id,no_name_conflict,2421,4.117168215369414e-05,0.8951619204994974,£10M–<£100M
SUP_ID:GB-CFS-322253,Fleischhacker GmbH & Co. KG,12962962.962962965,1,1,1,confirmed_id,no_name_conflict,2422,4.117168215369414e-05,0.8952030921816511,£10M–<£100M
SUP_ID:GB-CFS-322268,Intelerad Medical Systems,12962962.962962965,1,1,1,confirmed_id,no_name_conflict,2423,4.117168215369414e-05,0.8952442638638047,£10M–<£100M
SUP_ID:GB-CFS-322283,STERIS Solutions Limited,12962962.962962965,1,1,1,confirmed_id,no_name_conflict,2424,4.117168215369414e-05,0.8952854355459584,£10M–<£100M
SUP_ID:GB-CFS-322256,Getinge Limited,12962962.962962965,1,1,1,confirmed_id,no_name_conflict,2425,4.117168215369414e-05,0.8953266072281121,£10M–<£100M
SUP_ID:GB-CFS-322284,SynApps Solutions Ltd,12962962.962962965,1,1,1,confirmed_id,no_name_conflict,2426,4.117168215369414e-05,0.8953677789102658,£10M–<£100M
SUP_ID:GB-CFS-322249,Draeger Medical UK Limited,12962962.962962965,1,1,1,confirmed_id,no_name_conflict,2427,4.117168215369414e-05,0.8954089505924194,£10M–<£100M
SUP_ID:GB-CFS-322269,Intersystems,12962962.962962965,1,1,1,confirmed_id,no_name_conflict,2428,4.117168215369414e-05,0.8954501222745731,£10M–<£100M
SUP_ID:GB-CFS-322267,inHEART S.A.S.,12962962.962962965,1,1,1,confirmed_id,no_name_conflict,2429,4.117168215369414e-05,0.8954912939567268,£10M–<£100M
SUP_ID:GB-CFS-322272,Leica Microsystems (UK) Ltd,12962962.962962965,1,1,1,confirmed_id,no_name_conflict,2430,4.117168215369414e-05,0.8955324656388804,£10M–<£100M
SUP_ID:GB-CFS-322250,Endosoft Limited,12962962.962962965,1,1,1,confirmed_id,no_name_conflict,2431,4.117168215369414e-05,0.8955736373210341,£10M–<£100M
SUP_ID:GB-CFS-322251,Epredia,12962962.962962965,1,1,1,confirmed_id,no_name_conflict,2432,4.117168215369414e-05,0.8956148090031878,£10M–<£100M
SUP_ID:GB-CFS-227652,Canon Medical Systems,12962962.962962965,1,1,1,confirmed_id,no_name_conflict,2433,4.117168215369414e-05,0.8956559806853415,£10M–<£100M
SUP_ID:GB-CFS-243991,AMG Medtech Ltd,12962962.962962965,1,1,1,confirmed_id,no_name_conflict,2434,4.117168215369414e-05,0.8956971523674951,£10M–<£100M
SUP_ID:GB-CFS-322254,FUJIFILM Healthcare UK Ltd,12962962.962962965,1,1,1,confirmed_id,no_name_conflict,2435,4.117168215369414e-05,0.8957383240496488,£10M–<£100M
SUP_ID:GB-CFS-322252,Feedback Medical Limited,12962962.962962965,1,1,1,confirmed_id,no_name_conflict,2436,4.117168215369414e-05,0.8957794957318025,£10M–<£100M
SUP_ID:GB-CFS-322255,GE Medical Systems Ltd,12962962.962962965,1,1,1,confirmed_id,no_name_conflict,2437,4.117168215369414e-05,0.8958206674139562,£10M–<£100M
SUP_ID:GB-CFS-322245,Change Healthcare,12962962.962962965,1,1,1,confirmed_id,no_name_conflict,2438,4.117168215369414e-05,0.8958618390961098,£10M–<£100M
SUP_ID:GB-CFS-322244,CGM,12962962.962962965,1,1,1,confirmed_id,no_name_conflict,2439,4.117168215369414e-05,0.8959030107782635,£10M–<£100M
SUP_ID:GB-CFS-322279,Sectra Limited,12962962.962962965,1,1,1,confirmed_id,no_name_conflict,2440,4.117168215369414e-05,0.8959441824604172,£10M–<£100M
SUP_ID:GB-CFS-322270,KARL STORZ Endoscopy (UK) Ltd.,12962962.962962965,1,1,1,confirmed_id,no_name_conflict,2441,4.117168215369414e-05,0.8959853541425709,£10M–<£100M
SUP_ID:GB-CFS-322282,Soliton IT Limited,12962962.962962965,1,1,1,confirmed_id,no_name_conflict,2442,4.117168215369414e-05,0.8960265258247245,£10M–<£100M
SUP_ID:GB-CFS-241311,Montel Civil Engineering Ltd,12946370.76,5,5,1,confirmed_id,no_name_conflict,2443,4.111898363804054e-05,0.8960676448083625,£10M–<£100M
SUP_ID:GB-COH-02902454,Bunzl UK Limited t/a Greenham,12945000.0,4,4,1,id_multiple_names_review,review_name_variation,2444,4.111462996556688e-05,0.8961087594383281,£10M–<£100M
SUP_ID:GB-CFS-316759,Briggs Marine Contractors Ltd,12943279.0,1,1,1,confirmed_id,no_name_conflict,2445,4.110916389541077e-05,0.8961498686022236,£10M–<£100M
SUP_ID:GB-COH-OC321250,Triple Point Investment Management LLP,12935551.0,1,1,1,confirmed_id,no_name_conflict,2446,4.108461898537802e-05,0.8961909532212089,£10M–<£100M
SUP_ID:GB-COH-04272677,Insight Direct (UK) Ltd,12916666.66,1,1,1,confirmed_id,no_name_conflict,2447,4.102464041054265e-05,0.8962319778616195,£10M–<£100M
SUP_ID:GB-CFS-314032,Henry Boot Construction Ltd,12914987.55,1,1,1,confirmed_id,no_name_conflict,2448,4.101930738726559e-05,0.8962729971690068,£10M–<£100M
SUP_ID:GB-COH-03050664,Siemens Healthcare Diagnostics Limited,12842105.263157897,1,1,1,confirmed_id,no_name_conflict,2449,4.078782586895293e-05,0.8963137849948757,£10M–<£100M
SUP_ID:GB-COH-FN 251068,Balmung Medical Handel GmbH,12842105.263157897,1,1,1,confirmed_id,no_name_conflict,2450,4.078782586895293e-05,0.8963545728207446,£10M–<£100M
SUP_ID:GB-COH-687076,ISOL8 Healthcare Ltd,12842105.263157897,1,1,1,confirmed_id,no_name_conflict,2451,4.078782586895293e-05,0.8963953606466135,£10M–<£100M
SUP_ID:GB-COH-02590624,Radiometer Ltd,12842105.263157897,1,1,1,confirmed_id,no_name_conflict,2452,4.078782586895293e-05,0.8964361484724824,£10M–<£100M
SUP_ID:GB-COH-03936551,Nipro Medical Europe,12842105.263157897,1,1,1,confirmed_id,no_name_conflict,2453,4.078782586895293e-05,0.8964769362983513,£10M–<£100M
SUP_ID:GB-CFS-124929,WSP UK Limited,12836065.573770491,2,2,1,confirmed_id,no_name_conflict,2454,4.076864320427389e-05,0.8965177049415556,£10M–<£100M
SUP_ID:GB-CFS-225122,Mott MacDonald Limited,12836065.573770491,2,2,1,confirmed_id,no_name_conflict,2455,4.076864320427389e-05,0.8965584735847598,£10M–<£100M
SUP_ID:GB-CFS-199816,Arcadis Consulting (UK) Limited,12836065.573770491,2,2,1,confirmed_id,no_name_conflict,2456,4.076864320427389e-05,0.896599242227964,£10M–<£100M
SUP_ID:GB-CFS-302412,UBDS IT Consulting Limited,12826680.0,1,1,1,confirmed_id,no_name_conflict,2457,4.073883367220836e-05,0.8966399810616362,£10M–<£100M
SUP_ID:GB-CFS-284497,Terberg Matec UK Limited,12820741.0,13,13,1,confirmed_id,no_name_conflict,2458,4.071997080721296e-05,0.8966807010324435,£10M–<£100M
SUP_ID:GB-CFS-316134,Jackson Civil Engineering Limited,12805231.62,1,1,1,confirmed_id,no_name_conflict,2459,4.0670711446865696e-05,0.8967213717438903,£10M–<£100M
SUP_ID:GB-CFS-106242,Great Places Housing Association,12803605.3,1,1,1,confirmed_id,no_name_conflict,2460,4.066554608997071e-05,0.8967620372899803,£10M–<£100M
SUP_ID:GB-CFS-317578,Hippo Digital Ltd,12785542.0,1,1,1,confirmed_id,no_name_conflict,2461,4.060817522126024e-05,0.8968026454652015,£10M–<£100M
SUP_ID:GB-CFS-188747,Absolute Care Services,12775476.0,1,1,1,confirmed_id,no_name_conflict,2462,4.0576204586634254e-05,0.8968432216697881,£10M–<£100M
SUP_ID:GB-COH-07728211,VERTAS GROUP LIMITED,12767687.074829932,3,3,1,confirmed_id,no_name_conflict,2463,4.055146617209607e-05,0.8968837731359602,£10M–<£100M
SUP_ID:GB-COH-10828670,Helix Construct Ltd,12745468.33,3,3,1,id_multiple_names_review,review_name_variation,2464,4.048089719009668e-05,0.8969242540331503,£10M–<£100M
SUP_ID:GB-CHC-290767,Central British Fund for World Jewish Relief,12693721.0,1,1,1,confirmed_id,no_name_conflict,2465,4.0316542433460445e-05,0.8969645705755838,£10M–<£100M
SUP_ID:GB-CFS-308644,Mitie Facilities Services Ltd,12665508.0,1,1,1,confirmed_id,no_name_conflict,2466,4.022693509045399e-05,0.8970047975106742,£10M–<£100M
SUP_ID:GB-CFS-132796,Balfour Beatty,12602865.0,1,1,1,confirmed_id,no_name_conflict,2467,4.002797458331356e-05,0.8970448254852575,£10M–<£100M
SUP_ID:GB-CFS-323827,Sysco GB Limited,12586000.0,1,1,1,confirmed_id,no_name_conflict,2468,3.997440963666471e-05,0.8970847998948942,£10M–<£100M
SUP_ID:GB-CFS-323829,Morris Quality Bakers Limited,12586000.0,1,1,1,confirmed_id,no_name_conflict,2469,3.997440963666471e-05,0.8971247743045309,£10M–<£100M
SUP_ID:GB-CFS-310890,Computacenter (UK) Limited,12564541.8,6,6,1,confirmed_id,no_name_conflict,2470,3.990625622200831e-05,0.8971646805607528,£10M–<£100M
SUP_ID:GB-CFS-313560,Bridgewater Community Healthcare NHS,12525184.0,1,1,1,confirmed_id,no_name_conflict,2471,3.978125186640701e-05,0.8972044618126193,£10M–<£100M
SUP_ID:GB-CFS-313561,Bridgewater Community Healthcare NHS Foundation,12525184.0,1,1,1,confirmed_id,no_name_conflict,2472,3.978125186640701e-05,0.8972442430644857,£10M–<£100M
SUP_ID:GB-COH-00453791,Tarmac Trading Limited,12502115.407272726,5,5,1,id_multiple_names_review,review_name_variation,2473,3.970798368148556e-05,0.8972839510481672,£10M–<£100M
SUP_ID:GB-CFS-305563,TPB Foods Limited,12500000.0,1,1,1,confirmed_id,no_name_conflict,2474,3.9701264933919344e-05,0.8973236523131011,£10M–<£100M
SUP_ID:GB-CFS-305567,County Foods,12500000.0,1,1,1,confirmed_id,no_name_conflict,2475,3.9701264933919344e-05,0.897363353578035,£10M–<£100M
SUP_ID:GB-CFS-305564,Harvest Fine Foods,12500000.0,1,1,1,confirmed_id,no_name_conflict,2476,3.9701264933919344e-05,0.8974030548429689,£10M–<£100M
SUP_ID:GB-CFS-305566,Freeman Catering Butchers,12500000.0,1,1,1,confirmed_id,no_name_conflict,2477,3.9701264933919344e-05,0.8974427561079028,£10M–<£100M
SUP_ID:GB-CFS-305568,Morris Quality Bakers,12500000.0,1,1,1,confirmed_id,no_name_conflict,2478,3.9701264933919344e-05,0.8974824573728367,£10M–<£100M
SUP_ID:GB-CFS-305559,Ribble Farm Fare Limited,12500000.0,1,1,1,confirmed_id,no_name_conflict,2479,3.9701264933919344e-05,0.8975221586377706,£10M–<£100M
SUP_ID:GB-CFS-272947,Multihope Ltd t/a Paynes Foodservice,12500000.0,1,1,1,confirmed_id,no_name_conflict,2480,3.9701264933919344e-05,0.8975618599027045,£10M–<£100M
SUP_ID:GB-CFS-305561,West Country Milk,12500000.0,1,1,1,confirmed_id,no_name_conflict,2481,3.9701264933919344e-05,0.8976015611676385,£10M–<£100M
SUP_ID:GB-CFS-305562,Midland Foods,12500000.0,1,1,1,confirmed_id,no_name_conflict,2482,3.9701264933919344e-05,0.8976412624325724,£10M–<£100M
SUP_ID:GB-CFS-305565,Set Produce,12500000.0,1,1,1,confirmed_id,no_name_conflict,2483,3.9701264933919344e-05,0.8976809636975063,£10M–<£100M
SUP_ID:GB-CFS-305560,Arthur David,12500000.0,1,1,1,confirmed_id,no_name_conflict,2484,3.9701264933919344e-05,0.8977206649624402,£10M–<£100M
SUP_ID:GB-CFS-311279,Virtual College,12500000.0,1,1,1,confirmed_id,no_name_conflict,2485,3.9701264933919344e-05,0.8977603662273741,£10M–<£100M
SUP_ID:GB-CFS-320996,Biker Group Concrete Limited,12500000.0,1,1,1,confirmed_id,no_name_conflict,2486,3.9701264933919344e-05,0.897800067492308,£10M–<£100M
SUP_ID:GB-CFS-320995,Holcim UK Ltd,12500000.0,1,1,1,confirmed_id,no_name_conflict,2487,3.9701264933919344e-05,0.8978397687572419,£10M–<£100M
SUP_ID:GB-CFS-248013,Ecogee Limited,12500000.0,1,1,1,confirmed_id,no_name_conflict,2488,3.9701264933919344e-05,0.8978794700221758,£10M–<£100M
SUP_ID:GB-CFS-324768,Equans Regeneration Limited,12500000.0,1,1,1,confirmed_id,no_name_conflict,2489,3.9701264933919344e-05,0.8979191712871097,£10M–<£100M
SUP_ID:GB-CFS-311270,Strive Training,12500000.0,1,1,1,confirmed_id,no_name_conflict,2490,3.9701264933919344e-05,0.8979588725520437,£10M–<£100M
SUP_ID:GB-CFS-311284,Twin Training International Limited,12500000.0,1,1,1,confirmed_id,no_name_conflict,2491,3.9701264933919344e-05,0.8979985738169776,£10M–<£100M
SUP_ID:GB-CFS-311271,Prostart Training,12500000.0,1,1,1,confirmed_id,no_name_conflict,2492,3.9701264933919344e-05,0.8980382750819115,£10M–<£100M
SUP_ID:GB-CFS-186353,CBRE Managed Services Limited,12500000.0,1,1,1,confirmed_id,no_name_conflict,2493,3.9701264933919344e-05,0.8980779763468454,£10M–<£100M
SUP_ID:GB-CFS-324767,ECOApproach,12500000.0,1,1,1,confirmed_id,no_name_conflict,2494,3.9701264933919344e-05,0.8981176776117793,£10M–<£100M
SUP_ID:GB-CFS-311272,The Skills Network,12500000.0,1,1,1,confirmed_id,no_name_conflict,2495,3.9701264933919344e-05,0.8981573788767132,£10M–<£100M
SUP_ID:GB-CFS-311273,Bradford College,12500000.0,1,1,1,confirmed_id,no_name_conflict,2496,3.9701264933919344e-05,0.8981970801416471,£10M–<£100M
SUP_ID:GB-CFS-309696,BFS Group Ltd,12500000.0,1,1,1,confirmed_id,no_name_conflict,2497,3.9701264933919344e-05,0.898236781406581,£10M–<£100M
SUP_ID:GB-CFS-311269,University of Cumbria,12500000.0,1,1,1,confirmed_id,no_name_conflict,2498,3.9701264933919344e-05,0.8982764826715149,£10M–<£100M
SUP_ID:GB-CFS-324766,Re:Gen North West Limited,12500000.0,1,1,1,confirmed_id,no_name_conflict,2499,3.9701264933919344e-05,0.8983161839364489,£10M–<£100M
SUP_ID:GB-CFS-324765,Next Energy Solutions,12500000.0,1,1,1,confirmed_id,no_name_conflict,2500,3.9701264933919344e-05,0.8983558852013828,£10M–<£100M
SUP_ID:GB-CFS-324764,Housing Maintenance Solutions Limited,12500000.0,1,1,1,confirmed_id,no_name_conflict,2501,3.9701264933919344e-05,0.8983955864663167,£10M–<£100M
SUP_ID:GB-CFS-311280,Pier Technology Limited trading as Pier Training,12500000.0,1,1,1,confirmed_id,no_name_conflict,2502,3.9701264933919344e-05,0.8984352877312506,£10M–<£100M
SUP_ID:GB-CFS-287278,Nijjar Dairies Ltd T/A Freshways,12500000.0,1,1,1,confirmed_id,no_name_conflict,2503,3.9701264933919344e-05,0.8984749889961845,£10M–<£100M
SUP_ID:GB-CFS-311281,Teesside University,12500000.0,1,1,1,confirmed_id,no_name_conflict,2504,3.9701264933919344e-05,0.8985146902611184,£10M–<£100M
SUP_ID:GB-CFS-287279,Johal Dairies Limited,12500000.0,1,1,1,confirmed_id,no_name_conflict,2505,3.9701264933919344e-05,0.8985543915260523,£10M–<£100M
SUP_ID:GB-CFS-287280,Tamar Fresh Ltd,12500000.0,1,1,1,confirmed_id,no_name_conflict,2506,3.9701264933919344e-05,0.8985940927909862,£10M–<£100M
SUP_ID:GB-CFS-311286,Zenith People,12500000.0,1,1,1,confirmed_id,no_name_conflict,2507,3.9701264933919344e-05,0.8986337940559201,£10M–<£100M
SUP_ID:GB-CFS-311282,Down to Earth Development,12500000.0,1,1,1,confirmed_id,no_name_conflict,2508,3.9701264933919344e-05,0.898673495320854,£10M–<£100M
SUP_ID:GB-CFS-311283,First Intuition Leeds Limited,12500000.0,1,1,1,confirmed_id,no_name_conflict,2509,3.9701264933919344e-05,0.898713196585788,£10M–<£100M
SUP_ID:GB-CFS-320997,Colas Ltd,12500000.0,1,1,1,confirmed_id,no_name_conflict,2510,3.9701264933919344e-05,0.8987528978507219,£10M–<£100M
SUP_ID:GB-CFS-311285,Qualitas Consortium,12500000.0,1,1,1,confirmed_id,no_name_conflict,2511,3.9701264933919344e-05,0.8987925991156558,£10M–<£100M
